file,status,action,reason,duration,start,end,trimmed_duration,trim_head,trim_tail,threshold
lightning.mp4,skip,skip,no-non-ui-segment,17.467,0.000,17.467,17.467,0.000,0.000,169.20
lostsoulwander.mp4,ok,trimmed,trim-detected,11.833,0.950,10.550,9.600,0.950,1.283,80.80
lotusfall.mp4,ok,trimmed,trim-detected,11.267,0.950,10.050,9.100,0.950,1.217,32.00
lullaby.mp4,ok,trimmed,trim-detected,10.172,0.960,10.151,9.191,0.960,0.021,134.40
lumenpool.mp4,ok,trimmed,trim-detected,10.933,0.450,9.550,9.100,0.450,1.383,25.00
luminosity.mp4,ok,trimmed,trim-detected,28.650,0.950,25.550,24.600,0.950,3.100,124.80
lunar.mp4,ok,trimmed,trim-detected,6.372,0.000,5.526,5.526,0.000,0.846,25.00
lunarcultist.mp4,ok,trimmed,trim-detected,12.883,1.450,10.550,9.100,1.450,2.333,95.20
lunarfullmoon.mp4,ok,trimmed,trim-detected,12.033,0.450,10.050,9.600,0.450,1.983,25.00
lunarnightfall.mp4,ok,trimmed,trim-detected,10.600,0.937,10.412,9.475,0.937,0.188,98.00
maelstrom.mp4,ok,trimmed,trim-detected,10.967,0.450,9.550,9.100,0.450,1.417,25.00
magnetic.mp4,ok,trimmed,trim-detected,6.717,0.000,3.050,3.050,0.000,3.667,25.00
magneticreversepolarity.mp4,ok,trimmed,trim-detected,12.267,0.950,10.050,9.100,0.950,2.217,90.40
malediction.mp4,ok,trimmed,trim-detected,15.350,0.450,10.050,9.600,0.450,5.300,25.00
manta.mp4,ok,trimmed,trim-detected,12.050,1.450,10.050,8.600,1.450,2.000,100.80
mastermind.mp4,ok,trimmed,trim-detected,14.167,1.450,4.550,3.100,1.450,9.617,38.00
matrix.mp4,ok,trimmed,trim-detected,12.233,0.950,10.050,9.100,0.950,2.183,38.00
matrixoverdrive.mp4,ok,trimmed,trim-detected,13.733,1.950,9.050,7.100,1.950,4.683,140.80
matrixreality.mp4,ok,trimmed,trim-detected,21.004,2.834,14.950,12.116,2.834,6.054,104.40
matrixsteampunk.mp4,ok,trimmed,trim-detected,10.000,5.450,8.550,3.100,5.450,1.450,25.00
megaphone.mp4,ok,trimmed,trim-detected,5.008,0.466,5.008,4.542,0.466,0.000,25.00
melodic.mp4,ok,trimmed,trim-detected,13.731,1.500,10.897,9.397,1.500,2.834,62.40
memory.mp4,ok,trimmed,trim-detected,11.400,1.450,10.550,9.100,1.450,0.850,100.40
metabytes.mp4,ok,trimmed,trim-detected,11.211,1.452,10.561,9.109,1.452,0.651,125.20
monarch.mp4,ok,trimmed,trim-detected,20.867,1.929,19.344,17.415,1.929,1.523,162.40
moonflower.mp4,ok,trimmed,trim-detected,11.333,0.950,10.050,9.100,0.950,1.283,153.60
nautiluslost.mp4,ok,trimmed,trim-detected,10.867,0.950,10.050,9.100,0.950,0.817,25.00
neferkhaf.mp4,ok,trimmed,trim-detected,12.183,1.450,10.550,9.100,1.450,1.633,52.80
